date,tweet
2020-10-15 15:21:00,"If Big Tech persists, in coordination with the mainstream media, we must immediately strip them of their Section 230 protections. When government granted these protections, they created a monster!
https://t.co/velyvYTOR0"
2020-10-15 15:24:00,"Joe Biden and the Democrat Socialists will kill your jobs, dismantle your police departments, dissolve your borders, release criminal aliens, raise your taxes, confiscate your guns, end fracking, destroy your suburbs, and drive God from the public square. https://t.co/vrjMVaZhDI"
2020-10-15 15:28:00,"If we don’t win, the Radical Left will destroy our Country. Biden refuses to answer questions on packing the SCOTUS! Dems will pack the Court w/ radical left justices who will shred the #2A, empower violent mobs, and protect terrorists &amp; violent criminals! https://t.co/qUrjRM6MTp"
2020-10-15 15:54:00,I was right again! Steve Scully just admitted he was lying about his Twitter being hacked. The Debate was Rigged! He was suspended from @cspan indefinitely. The Trump Campaign was not treated fairly by the “Commission”. Did I show good instincts in being the first to know?
2020-10-15 16:31:00,"I will be doing a major Fake @NBCNews Town Hall Forum, live tonight from Miami, at 8:00 P.M. They asked me to do it in place of the Rigged Steve Scully (he is now suspended from @cspan for lying) Debate. I wonder if they’ll treat me as well as Sleepy Joe? They should!"
2020-10-15 16:41:00,"Pelosi is holding up STIMULUS, not the Republicans!"
2020-10-15 16:45:00,THANK YOU NORTH CAROLINA! https://t.co/4epZQPjfi7
2020-10-15 23:47:00,RT @jasoninthehouse: Obama conference call leaked to Burisma: Biden emails https://t.co/ckNMurwMq0
2020-10-15 23:47:00,RT @jasoninthehouse: Sickening https://t.co/3AtoZldrj6
2020-10-15 23:58:00,RT @jasoninthehouse: Truly stunning..... https://t.co/MSEpa2nljB
2020-10-15 23:58:00,"RT @DrewHolden360: 🧵Thread🧵

The bombshell @nypost story about Joe &amp; Hunter Biden has caused some bluechecks to suddenly worry about pushing a story that may not be true.

Where was that sentiment during the Russian collusion hoax?

Your latest class of the Hypocrisy Hall of Fame. #HypocrisyHOF https://t.co/ytkBBOCMGE"
2020-10-15 23:59:00,"RT @hughhewitt: This is a blockbuster story from @nypost.  Watch and see if any cable news channels carry it: https://t.co/gd2baCW51h There will be questions and caution about authentication, but if @nytimes can run w/ pilfered bits of @realDonaldTrump tax returns, @NYPost can run w/this."
2020-10-15 23:59:00,"RT @tedcruz: This is insane. 

#BigTechCensorship https://t.co/afzRBnYaPi"
2020-10-15 23:59:00,RT @jasoninthehouse: Agreed https://t.co/1yah0jLcyz
2020-10-16 00:00:00,RT @jasoninthehouse: Totally agree https://t.co/mW0bkhHRWo
2020-10-16 00:02:00,"RT @AmericaFirstPAC: 🚨Hunter Biden demanded Chinese billionaire pay $10 million for ‘introductions alone’

#JoeBidenUkraineScandal 

https://t.co/DFjUSCxZfj"
2020-10-16 00:03:00,"RT @RealJamesWoods: Number one!!!!! I can’t call you my “followers,” because you are so much more than that. You are truly my heroes. #CrookedJoeBiden is trending NUMBER ONE in Politics,  and the mainstream media can no longer cover for him. Thank you, patriots. https://t.co/YnrjwhdSRP"
2020-10-16 00:03:00,RT @DCfegan: Can someone honestly say they want @JoeBiden to be their president? #JoeBidenUkraineScandal https://t.co/Q5U9Uv6QvM
2020-10-16 00:22:00,RT @Oxfordsonly: @MZHemingway Did you see him at this thing? He looked like a corpse. https://t.co/rq913PolKA
2020-10-16 00:22:00,RT @PatriciaAHenso1: @MZHemingway Comment https://t.co/kkNUwylyxF
2020-10-16 00:23:00,RT @TheCreation: @MZHemingway @davereaboi Biden is like China stealing intellectual property. He steals every one of Trump's strong talking points to the American people.. every ONE of them. it's like he waits to see what Trump does then he copies it
2020-10-16 00:36:00,"RT @MariannaNBCNews: Dozens of Trump supporters were loudly chanting a mix of “Four more years,” “Trump” and “USA” throughout the event, growing louder anytime @JoeBiden mentioned the president. https://t.co/7M0iZWdmRf"
2020-10-16 00:37:00,"RT @DonaldJTrumpJr: 🚨🚨🚨Hunter Biden Offered $10 Million Annually by Chinese Energy Firm for ‘Introductions Alone,’ Email Shows https://t.co/dlH8bHb2Eo"
2020-10-16 06:10:00,RT @Jim_Jordan: Twitter censors @JudiciaryGOP. But not the Ayatollah or the Chinese Communist Party?
2020-10-16 06:16:00,"Jason wrote a new book. It is fantastic. Order it Now, make Jason #1- He deserves it!!! https://t.co/QCVYploON2"
2020-10-16 06:21:00,Darrell is great. He has my Complete and Total Endorsement. He will Never let you down. WARRIOR!!!! https://t.co/FB0KIHKssM
2020-10-16 06:27:00,"Ammar is a puppet for Nancy Pelosi and the Radical Left. He spells higher taxes, weak Military and Vet support, and the obliteration of your 2nd Amendment. Vote Darrell Issa! https://t.co/0nwCTVWPh3"
2020-10-16 06:35:00,RT @TGowdySC: Thank you to everyone who gave this book a chance. So grateful. This book can really help you win your next conversation. https://t.co/hn0Pqcy72l
2020-10-16 06:44:00,"Sleepy Joe Biden had a very bad showing last night, despite the fact that @GStephanopoulos didn’t ask him any questions on his being a “corrupt politician”. Big Tech &amp; Lamestream Media are working hard to hide this corruption!!!"
2020-10-16 06:51:00,RT @TexasGOP: We will bring forward a number of candidates for you to consider as #EarlyVoting begins: https://t.co/MzHiQdfBAm #VoteEarly #VOTE #Election2020 #LeadRight #HoldTexas #KeepTexasRed #WeAreTheStorm
2020-10-16 06:51:00,RT @TexasGOP: Report any irregularities to the Republican Party of Texas Voter Helpline: 855-433-1663 #EarlyVoting #VOTE #Election2020 https://t.co/KLfMAFKBIZ
2020-10-16 06:52:00,RT @ootroy: @TexasGOP @AllenWest  Southern Dallas County Minority engagement at the Polls educating voters on realities of Democratic Party https://t.co/vKuqJwxbS3
2020-10-16 06:53:00,Great! https://t.co/1CoWvrMkN2
2020-10-16 06:57:00,The process has long begun. Happening fast! https://t.co/nLLq7x0Bim
2020-10-16 06:57:00,"RT @RandPaul: Democrats seem to think all justices are politicians, and so they want a politician that’ll vote for their cases instead of a justice that will adhere to the law. https://t.co/iF32r0b83m"
2020-10-16 06:57:00,"RT @RandPaul: #AmyConeyBarrett will make an excellent justice that will serve our country and Constitution well, and I look forward to seeing her confirmed soon. #ConfirmACB"
2020-10-16 07:00:00,"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G"
2020-10-16 07:01:00,"RT @RandPaul: In his term, @realDonaldTrump has already brought home thousands of our brave soldiers. He wants the rest home by Christmas and a stop to our endless wars."
2020-10-16 07:01:00,RT @cjtruth: @RandPaul @QarriorP @realDonaldTrump Amen!  Not a lot of people understand what @realDonaldTrump has done!  It is truly amazing!
2020-10-16 07:01:00,"RT @AmericanEsther: @RandPaul @realDonaldTrump Thank the Lord most High!🙏🏻
God bless the peacemakers @realDonaldTrump🙏🏻
God bless our brave soldiers.🙏🏻
May the Holy Spirit pour peace out on the earth, for a time of restoration and thanksgiving to God!🙏🏻"
2020-10-16 07:03:00,RT @beinlibertarian: @RandPaul @realDonaldTrump Thank you @RandPaul and @realDonaldTrump for your efforts in ending this decades long mistake. We look forward to seeing it happen. Sooner the better.
2020-10-16 07:04:00,"RT @romans_8_1: @RandPaul @miamijj48 @realDonaldTrump In general, the press never brings this up. This is something both sides should be happy about. We have a President who shows strength AND wisdom."
2020-10-16 07:04:00,"RT @village_jordan: @RandPaul @realDonaldTrump 272 Generals sign in supprt of DJT, MSM focus on 4 or 5 who do not support Peace thru Streanth and ending useless, but lucrative foreign wars .."
2020-10-16 07:05:00,RT @ibezzant: @RandPaul @realDonaldTrump If he's reelected I expect the party and his base to hold him to that promise because that would be fantastic.
2020-10-16 07:06:00,"RT @kevin231: @RandPaul @realDonaldTrump He has my vote, Rand, please move to NY and save us!"
2020-10-16 07:08:00,RT @Dave6971: @LG24321 @RandPaul @realDonaldTrump Oh look the warmongers at the NY Times are coming up with a new excuse on why U.S. Troops should remain in Afghanistan. Sorry but that is not why we originally went there.
2020-10-16 07:08:00,"RT @GrammaYayam164: @RandPaul @realDonaldTrump Wonderful. Thank you, Senator Paul."
2020-10-16 07:10:00,"RT @kealoha20: @RandPaul @realDonaldTrump True Goodness,Righteousness,Selflessness,Love of Country n her People SHINES Forth from Our President n Blesses The World.Our Hearts are uplifted in a Joyful Smile when we see him,hear him or think of Our President Gods Courageous Warrior n a example to all https://t.co/2DcIcH1s5S"
2020-10-16 07:10:00,Thank you! https://t.co/ceq1n14MYa
2020-10-16 07:10:00,RT @Chicago1Ray: @RandPaul @realDonaldTrump No more blood for oil as long as @realDonaldTrump is President ✔
2020-10-16 07:11:00,RT @sedawymoha: @RandPaul @realDonaldTrump Our Beloved President Donald The Man Of Peace And Prosperity To Great America And The Whole World https://t.co/zRVMKGrWfr
2020-10-16 07:20:00,RT @Brexit: BREAKING: Boris Johnson says the U.K. will now get ready to split from the EU’s single market and customs union without a new trade agreement https://t.co/4lE25vH4FB https://t.co/Jv97of2nji
2020-10-16 07:24:00,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!"
2020-10-16 07:29:00,Very good reviews on last night’s @NBCNews Town Hall in Miami. Thank you!!!
2020-10-16 08:15:00,"Steve Scully of @cspan had a very bad week. When his name was announced, I said he would not be appropriate because of conflicts. I was right! Then he said he was hacked, he wasn’t. I was right again! But his biggest mistake was “confiding” in a lowlife loser like the Mooch. Sad!"
2020-10-16 08:22:00,"Big T was not a reference to me, but rather to Big Tech, which should have been properly pointed out in Twitter’s Fake Trending Section!"
2020-10-16 08:36:00,"There is a nasty rumor out there that @SenatorCollins of Maine will not be supporting our great United States Supreme Court Nominee. Well, she didn’t support Healthcare or my opening up 5000 square miles of Ocean to Maine, so why should this be any different. Not worth the work!"
2020-10-16 12:03:00,"RT @WhiteHouse: The Trump Administration stands with Florida small businesses, who have received $32.2 BILLION in @SBAgov loans to keep their doors open and employees on payroll! https://t.co/dPxfDmNcGJ"
2020-10-16 12:03:00,"RT @WhiteHouse: Today, President @realDonaldTrump is in Florida to talk with seniors about his plan to keep healthcare affordable, protect Social Security, and defend vulnerable Americans against the Coronavirus! https://t.co/itQ0pSi5IS"
2020-10-16 12:13:00,https://t.co/10v8v4mVgO
2020-10-16 12:30:00,"Biden made another big mistake. He totally mixed up two Crime Bills. Didn’t have a clue (as usual!). Also, he freely used the term SUPER PREDATOR!!!"
2020-10-16 12:30:00,"Biden made another big mistake. He totally mixed up two Crime Bills. Didn’t have a clue (as usual!). Also, he freely used the term SUPER PREDATOR!!!"
2020-10-16 14:49:00,"RT @TeamTrump: President @realDonaldTrump to seniors in #Florida: As long as I am President, NO ONE will lay a hand on your Medicare or Social Security https://t.co/0Lcy9GG838"
2020-10-16 14:56:00,RT @GOP: “We love our senior citizens…You devoted your life to this country and I am devoting my life to you.”—@realDonaldTrump https://t.co/8oFm3Uwb3R
2020-10-16 14:56:00,"RT @GOP: The numbers speak for themselves! Pres. Trump has provided health care SAVINGS to our seniors.

AZ—premiums ⬇️22% after ⬆️64% w/ Obama-Biden.
NV—premiums ⬇️55% after ⬆️47% w/ Obama-Biden.
NC—premiums ⬇️44% after ⬆️44% w/ Obama-Biden.
OH—premiums ⬇️39% after ⬆️29% w/ Obama-Biden."
2020-10-16 16:23:00,Getting ready to speak in Florida. Enjoy!
2020-10-16 18:06:00,"THANK YOU OCALA, FLORIDA!
https://t.co/w6KmVYR6kA"
2020-10-16 18:27:00,"RT @TeamTrump: President @realDonaldTrump: Early voting in #Florida starts on MONDAY, and we are going to have a Red Wave!

VISIT: https://t.co/yUsfjGoyCu https://t.co/nEVsGW8YWn"
2020-10-16 18:27:00,https://t.co/74sqFSP4o3
2020-10-16 18:27:00,https://t.co/SpBa6xZorz
2020-10-16 18:53:00,"Getting ready to land in Macon, Georgia. Another giant crowd. See you soon!"
2020-10-16 21:19:00,"THANK YOU MACON, GEORGIA!
https://t.co/jjnVrVgQWY"
2020-10-16 22:06:00,https://t.co/DZpnte42vi
2020-10-17 00:19:00,"RT @RepMattGaetz: Democrats and the media told us over and over again the Bidens were being falsely accused of improper behavior with Burisma and Ukraine.

They were wrong. There WAS corruption. 

President @realDonaldTrump was right to ask about it. 

The Bidens were lying."
2020-10-17 09:30:00,Trump in Georgia: ‘Nobody Has Done More for the Black Community‘ https://t.co/CPH68LRFcg via @BreitbartNews
2020-10-17 09:39:00,"The least effective of our 53 Republican Senators, and a person who truly doesn’t have what it takes to be great, is Little Ben Sasse of Nebraska, a State which I have gladly done so much to help. @SenSasse was as nice as a RINO can be until he recently won the Republican...."
2020-10-17 09:39:00,"...Nomination to run for a second term. Then he went back to his rather stupid and obnoxious ways. Must feel he can’t lose to a Dem. Little Ben is a liability to the Republican Party, and an embarrassment to the Great State of Nebraska. Other than that, he’s just a wonderful guy!"
2020-10-17 12:00:00,"Senator Little Ben Sasse of the Great State of Nebraska seems to be heading down the same inglorious path as former Senators Liddle’ Bob Corker, whose approval rating in Tennessee went from 55% to 4%, &amp; Jeff “the Flake” Flake, whose approval rating in Arizona went from 56% to...."
2020-10-17 12:00:00,"....practically nothing. Both Senators became totally unelectable, couldn’t come even close to winning their primaries, and decided to drop out of politics and gracefully “RETIRE”. @SenSasse could be next, or perhaps the Republicans should find a new and more viable candidate?"
2020-10-17 12:01:00,GIANT RED WAVE COMING!
2020-10-17 12:06:00,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRIES HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?
2020-10-17 12:17:00,RT @TheRightMelissa: @realDonaldTrump We are in the home stretch. Biden is getting Billions$ from Soros &amp; others. President Trump relies on small donations from the grass roots for his campaign. He has put everything on the line for us so let’s make a final push &amp; donate. We are winning! https://t.co/ACmPOam4Z7
2020-10-17 12:17:00,"RT @TheRightMelissa: @realDonaldTrump Please also make sure you have all the information you need to vote. Share this with friends, family &amp; Niebors to ensure they are registered &amp; know where to cast their vote. Sign up here to get all the information you need based on your state. Landslide! https://t.co/bJjPfByQXg"
2020-10-17 12:19:00,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRY’S HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?
2020-10-17 12:28:00,"RT @TheRightMelissa: White Liberals on twitter:  #RacistTrump

#BlacksForTrump: nope https://t.co/UgZcvd9rvP"
2020-10-17 15:07:00,"RT @EricTrump: The salary of a U.S. Senator is $174,000 per year. This is Joe Biden’s house.... seems legit 🙄 https://t.co/DtD0DzXlrY"
2020-10-17 15:08:00,RT @ChuckRossDC: NEW: Ron Johnson letter to Chris Wray about the Biden laptop https://t.co/OH9Imo8imO
2020-10-17 15:12:00,"She’s always been terrible &amp; unfair, just like most of the Fake News reporters, but I’ll still play the game. The people know! How’s Steve Scully doing? https://t.co/uS3EWzfFPy"
2020-10-17 15:13:00,RT @PamBondi: Firefighters and Law Enforcement for Trump! 🇺🇸💙🇺🇸💙⁦@TeamTrump⁩ ⁦@realDonaldTrump⁩ ⁦@WomenforTrump⁩ ⁦@DanScavino⁩ https://t.co/nKftiYmkBE
2020-10-17 15:15:00,Biden is a National Security threat! https://t.co/vQIY8y5zbf
2020-10-17 15:17:00,Great! https://t.co/uROw5ntYPe
2020-10-17 15:18:00,100% True! https://t.co/QWvpzSopkl
2020-10-17 15:33:00,RT @DonaldJTrumpJr: The same media that set their hair on fire every time a bogus Russia story came out is now ignoring evidence that the Biden crime family has been in bed with the Chinese Communist Party for years.
2020-10-17 15:40:00,"RT @FoxNews: One person on an email thread allegedly involving Hunter Biden corroborates the veracity of the messages, which appear to outline a deal involving Joe Biden and a Chinese energy firm https://t.co/HvQq1785ax"
2020-10-17 16:12:00,Early voting in Nevada is underway! Go to https://t.co/gsFSgh2KPc to get everything you need to cast your VOTE and MAKE AMERICA GREAT AGAIN! https://t.co/eYjTFAxaIO
2020-10-17 16:48:00,GEORGIA! Early voting is underway. Get out and VOTE to MAKE AMERICA GREAT AGAIN! https://t.co/IMvVBDWZ4o
2020-10-17 16:55:00,"RT @chefjclark: 🚨 🚨 HUGE WIN for voting rights in MICHIGAN for President @realDonaldTrump, the GOP &amp; all Americans.

Ballot harvesting is ILLEGAL.

Ballots must be in by Nov 3. AKA Election Day

We are winning the fight for a FREE &amp; FAIR election."
2020-10-17 16:56:00,"Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA"
2020-10-17 18:54:00,"It was GREAT to be back in MICHIGAN with thousands of loyal, hardworking American Patriots — 17 days from now, we are going to win the state of MICHIGAN, and we are going to win 4 more years in the White House! #MAGA https://t.co/NNSY71n5RA"
2020-10-17 18:58:00,Joe Biden-Linked Firm Made Major Investments in Chinese Corporations https://t.co/oeDz9G2BB4 via @BreitbartNews
2020-10-17 18:58:00,https://t.co/Y3LLPPg3eG
2020-10-17 18:58:00,https://t.co/mRF1BvoArw
2020-10-17 18:58:00,https://t.co/iyGkxZYGV2
2020-10-17 18:59:00,https://t.co/2eSWa4IzOe
2020-10-17 19:01:00,"THANK YOU MICHIGAN! 
https://t.co/gsFSgh2KPc https://t.co/P2shx6YQBq"
2020-10-17 19:05:00,"Final RCP Polling Averages Had Hillary Clinton Winning MI, WI, and PA https://t.co/xFQ8beqhDe via @BreitbartNews The Polls are Fake just like much of the reported news. I won it all against Crooked Hillary!"
2020-10-17 19:12:00,Getting ready to land in Wisconsin. See you soon!
2020-10-17 21:39:00,THANK YOU WISCONSIN! https://t.co/qpU4baSJRO
2020-10-17 21:50:00,"17 days from now, we are going to win the Great State of WISCONSIN, and we are going to win 4 more years in the White House! Early Voting begins on Tuesday in WISCONSIN — so make sure you GET OUT AND VOTE! #MAGA https://t.co/nZtkkXr03M"
2020-10-17 21:51:00,The Democrat Party you once knew — no longer exists! https://t.co/0Gou1Z49OQ
2020-10-17 21:53:00,"If you support our Police, if you stand with the HEROES of Law Enforcement, then you must defeat Joe Biden on November 3rd—VOTE #MAGA! https://t.co/MD4OISxDLJ"
2020-10-17 22:19:00,"This election is a choice between a TRUMP RECOVERY and a BIDEN DEPRESSION. If you vote for me, prosperity will surge, normal life will fully resume, and next year will be one of the greatest years in the history of our Country! https://t.co/gsFSgh2KPc"
2020-10-17 22:25:00,"Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country. For the last 47 years, Joe Biden shipped away your jobs, shut down your factories, threw open your borders, and ravaged our cities..."
2020-10-17 22:25:00,...while sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician — and the Biden family is a criminal enterprise. This makes Crooked Hillary Clinton look like amateur hour!
2020-10-17 22:38:00,https://t.co/XyyGEL5MnG
2020-10-17 22:38:00,https://t.co/Hwe89Hl6Wu
2020-10-17 22:39:00,https://t.co/Px27AQrizY
2020-10-18 00:02:00,“Bins full of ballots in a dumpster” https://t.co/SjWMgFuVhw
2020-10-18 00:04:00,"RT @DanScavino: POTUS still going in Janesville, Wisconsin!! #MAGA🇺🇸🦅
🌐https://t.co/zqgeZML9Hf https://t.co/67GaSBbIRJ"
2020-10-18 00:04:00,"RT @DanScavino: Flying high above President Trump’s #MAGA🇺🇸🦅rally in Janesville, Wisconsin tonight! #ThinBlueLine #CopsForTrump #LESM https://t.co/ciiaU0SG7a"
2020-10-18 00:11:00,RT @dbongino: Pollster Who Predicted 2016 Win Predicts Another Trump Victory 👇🏻👇🏻 https://t.co/8J2wW0JLBK
2020-10-18 00:11:00,"RT @dbongino: The Democrats, and their media sycophants, absolutely KNOW Biden is an active national security threat to the US. 
They just don’t care. #FACT"
2020-10-18 00:12:00,"RT @DineshDSouza: My new film TRUMP CARD is out October 9. My best one yet! 

On Apple iTunes, Google, Amazon Prime, Dish and other platforms. Also on DVD. 

https://t.co/WyVg90dtu7

https://t.co/Bv2domS4l1"
2020-10-18 00:13:00,"RT @DineshDSouza: Joe Biden has multiple homes, access to private planes, domestic staff. Now we know how he managed to afford all that after 40 years on a government salary! #CrookedJoeBiden"
2020-10-18 00:14:00,"RT @RealJohnDennis: Saw @DineshDSouza's Trump Card last night.

It's a MUST see.

Great work Dinesh and @Debber66!

https://t.co/jMzRmNgoMf"
2020-10-18 00:15:00,RT @DineshDSouza: The “big guy” splitting the loot with bag man Hunter Biden was indeed his father Joe!  https://t.co/sP1egCWF3n
2020-10-18 00:49:00,"RT @wjz: Senate Majority Leader Mitch McConnell announced that the Senate will vote Wednesday on the coronavirus relief proposal crafted by Republicans, in addition to a separate vote on additional funding for a program to aid small businesses on Tuesday. https://t.co/9IozrOihZn"
2020-10-18 00:49:00,"RT @ChadPergram: McConnell says Senate coronavirus bill includes
•More federally-expanded unemployment benefits for laid-off Americans
•An entire second round of the Paycheck Protection Program to save workers’ jobs at the hardest-hit small businesses"
2020-10-18 01:03:00,"John, thank you. Such a great honor! https://t.co/2NBZXFIoql"
2020-10-18 01:16:00,"RT @AdamLaxalt: Unclean voter rolls + significantly relaxed signature requirements + very lax ballot harvesting rules = a “Wild Wild West” election in Nevada, a swing state that was decided by 25K votes in 2016. https://t.co/gElEeL8U98"
2020-10-18 08:31:00,"RT @dougmillsnyt: .@realDonaldTrump addresses a campaign rally at the Southern Wisconsin Regional Airport in Janesville, WI. https://t.co/G4ungkwtPO"
2020-10-18 08:31:00,"RT @TeamTrump: President @realDonaldTrump rips Joe Biden for calling police officers ""the enemy"" https://t.co/zNp4CkrINq"
2020-10-18 08:32:00,"RT @wdunlap: @JoeBiden Failed ObamaCare cost the average American family $5,000 more per year -over doubling our healthcare insurance costs AND canceled 35 Million American’s policies Obama’s 'Affordable' Care Act Greatly Increased Premiums &amp; Lessened Choice See ObamaCare study: https://t.co/FGtuvUYTGK"
2020-10-18 09:40:00,"The United States shows more CASES than other countries, which the Lamestream Fake News Media pounces on daily, because it TESTS at such a high (and costly) level. No country in the world tests at this level. The more you TEST, the more CASES you will be reporting. Very simple!"
2020-10-18 09:50:00,"Hunter Biden’s laptop is a disaster for the entire Biden family, but especially for his father, Joe. It is now a proven fact, and cannot be denied, that all of that info is the REAL DEAL. That makes it impossible for “50%, or 10%” Joe, to ever assume the office of the President!"
2020-10-18 11:39:00,"Joe Biden is a corrupt politician, and everybody knows it. Now you have the proof, perhaps like never was had before on a major politician. Laptop plus. This is the second biggest political scandal in our history!"
2020-10-18 12:02:00,"Very proud of the @nypost, my former “hometown newspaper”. They have said and shown what everyone knows about Sleepy Joe Biden. He is a CORRUPT POLITICIAN!!!"
2020-10-18 12:02:00,"Very proud of the @nypost, my former “hometown newspaper”. They have said and shown what everyone knows about Sleepy Joe Biden. He is a CORRUPT POLITICIAN!!!"
2020-10-18 12:14:00,"Not my Wall, which will soon be finished (and Mexico will pay for the Wall!). Totally unrelated, but I think Steve will be just fine. By the way, is this the same job hopping Tim O’Brien that headed Mini Mike Bloomberg’s humiliating 2 Billion Dollar Presidential run? Debate prep! https://t.co/cQfEtszRrB"
2020-10-18 14:14:00,Corrupt politician Joe Biden makes Crooked Hillary look like an amateur!
2020-10-18 18:15:00,"THANK YOU Newport Beach, California! Now on my way to Carson City, Nevada. Another big crowd, see you soon! #MAGA https://t.co/QV8V9SdzJI"
2020-10-18 18:36:00,https://t.co/vOw2bXAtBT
2020-10-18 18:37:00,https://t.co/BK010CENQO
2020-10-18 18:44:00,"Big show tonight on @FoxNews! @MarkLevinShow will be exposing Joe Biden’s Corruption at 8:00pmE — and of course, don’t miss @NextRevFNC with @SteveHiltonx at 9:00pmE!"
2020-10-18 19:03:00,https://t.co/yEbGpzVWhH
2020-10-18 19:04:00,https://t.co/mgmCZj5jgh
2020-10-18 19:04:00,https://t.co/Oay4jTvbUL
2020-10-18 19:04:00,https://t.co/swBqIhNVc9
2020-10-18 21:00:00,THANK YOU NEVADA! https://t.co/WCfXKZ1Vpu
2020-10-18 21:05:00,https://t.co/ResTvtIIr5
2020-10-18 21:38:00,Watch the @marklevinshow on @FoxNews at 10:00 P.M. He will importantly be talking about the corruption of Joe Biden. @SteveHiltonx and Larry Kudlow were great tonight!
2020-10-19 01:19:00,Sen. Ron Johnson Calls For FBI To Address Reported Biden Ukraine Meeting https://t.co/UGVw1gEW7T via @BreitbartNews
2020-10-19 11:02:00,https://t.co/7KiL8PyWqG
2020-10-19 12:27:00,RT @alaynatreene: POTUS: “We're going to win. I wouldn't have told you that maybe two or three weeks ago” https://t.co/wnfUbCHYmf
2020-10-19 13:01:00,"PENNSYLVANIA! Today is the last day to register to VOTE! #MAGA 
https://t.co/gsFSgh2KPc"
2020-10-19 13:04:00,"FLORIDA—Early voting is underway! For more information, go to https://t.co/gsFSgh2KPc, and let’s MAKE AMERICA GREAT AGAIN!"
2020-10-19 13:19:00,"WOW! Thank you ARIZONA! Departing Nevada now, and will see you all soon. Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/gsFSgh2KPc https://t.co/x4UKcXH7fr"
2020-10-19 13:27:00,"....There has never been more enthusiasm or spirit, by everyone. Great fun, and so good for our Country. Already winning many states, but not reported. Biden put the LID on again - raising money with promises. They finally caught him, COLD, and he knows it. Laptop is devastating!"
2020-10-19 13:39:00,Heading for Arizona. See you soon!
2020-10-19 14:01:00,"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror victims and families. Once deposited, I will lift Sudan from the State Sponsors of Terrorism list. At long last, JUSTICE for the American people and BIG step for Sudan!"
2020-10-19 14:08:00,"...P.S. Tony should stop wearing the Washington Nationals’ Mask for two reasons. Number one, it is not up to the high standards that he should be exposing. Number two, it keeps reminding me that Tony threw out perhaps the worst first pitch in the history of Baseball!"
2020-10-19 15:08:00,"Governor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and promoting a book, especially since he has done such a poor job with Covid and Crime. So many unnecessary deaths. The City &amp; State have sunk to historic lows..."
2020-10-19 15:08:00,"....Washington wants nothing to do with him, and that’s so bad for New York, which has become a ghost town. Andrew spends too much time listening to his brother, Fredo. Forget the books and your apology tour. The Federal Government would love to help New York regain its luster!"
2020-10-19 15:11:00,RT @DanScavino: https://t.co/CWDZc7iqsF
2020-10-19 15:19:00,RT @TheRightMelissa: @realDonaldTrump @60Minutes Fauci’s pitch is metaphor for how wrong he has been. &amp; the bigger metaphor is how loudly the sycophant left cheered this terrible pitch. Smh https://t.co/xqR9xvxU7v
2020-10-19 15:41:00,"Just arriving in Prescott, what a crowd! I love Arizona!! https://t.co/qssvOznppz"
2020-10-19 16:55:00,"THANK YOU ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/gsFSgh2KPc https://t.co/2yEtEevzh0"
2020-10-19 17:16:00,"RT @laurenboebert: Stop Democrats from stealing our votes for President and putting Colorado's water at risk.

We’re fifteen days out from the election and it’s critical I keep ads like this running on the air in this incredibly close race.

Donate today: https://t.co/9mwZIIrH3x https://t.co/HsFmyQk0oI"
2020-10-19 17:16:00,"RT @TheRightMelissa: @realDonaldTrump The nerve of Gov. Cuomo trying to capitalize on Covid after he killed 1000’s in the nursing homes?? NY man puts Casket with 6500 book covers of Cuomo’s book 
https://t.co/lOlXEoFI1u"
2020-10-19 17:23:00,Heading for Tucson. See you in a little while. Winning Arizona!
2020-10-19 19:51:00,"THANK YOU TUCSON, ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN!! https://t.co/GYB2zG0f4H"
2020-10-20 07:55:00,Will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!
2020-10-20 09:48:00,"To the great people of New York, California, and Illinois, your states are way too highly taxed, big crime, people fleeing, and just about every other problem you can have. VOTE TRUMP, I will turn them around for you, FAST!"
2020-10-20 10:02:00,"“Stock Markets will hit new highs if President Trump wins.  Tremendous growth like never before. If Biden wins, it’s strangulation. Not good.” @SteveKalayjian @Varneyco"
2020-10-20 13:50:00,https://t.co/gsFSghkmdM
2020-10-20 14:46:00,WISCONSIN! Early voting is now underway—let’s #MAGA! https://t.co/gsFSghkmdM
